Numéro,Mot,Cat.Gram,Fréquence,numbre de lettres,structure morpho,Condition,Nombre de lettres,orthographic neighborhood,Unnamed: 4,Numéro.1,Mot.1,Nombre de lettres.1,orthographic neighborhood.1
69,ralin,,,,,pseudo_court_complexe,5.0,,,,,,
70,ralle,,,,,pseudo_court_complexe,5.0,,,,,,
71,reier,,,,,pseudo_court_complexe,5.0,,,,,,
72,reies,,,,,pseudo_court_complexe,5.0,,,,,,
73,reiet,,,,,pseudo_court_complexe,5.0,,,,,,
74,reits,,,,,pseudo_court_complexe,5.0,,,,,,
75,reles,,,,,pseudo_court_complexe,5.0,,,,,,
76,relif,,,,,pseudo_court_complexe,5.0,,,,,,
77,relin,,,,,pseudo_court_complexe,5.0,,,,,,
78,relle,,,,,pseudo_court_complexe,5.0,,,,,,
79,remer,,,,,pseudo_court_complexe,5.0,,,,,,
80,remes,,,,,pseudo_court_complexe,5.0,,,,,,
81,revol,,,,,pseudo_court_complexe,5.0,,,,,,
82,revui,,,,,pseudo_court_complexe,5.0,,,,,,
83,revur,,,,,pseudo_court_complexe,5.0,,,,,,
84,revux,,,,,pseudo_court_complexe,5.0,,,,,,
85,ronal,,,,,pseudo_court_complexe,5.0,,,,,,
86,ronts,,,,,pseudo_court_complexe,5.0,,,,,,
87,skiet,,,,,pseudo_court_complexe,5.0,,,,,,
88,skité,,,,,pseudo_court_complexe,5.0,,,,,,
89,skits,,,,,pseudo_court_complexe,5.0,,,,,,
90,têter,,,,,pseudo_court_complexe,5.0,,,,,,
91,têtif,,,,,pseudo_court_complexe,5.0,,,,,,
92,têtin,,,,,pseudo_court_complexe,5.0,,,,,,
93,têtit,,,,,pseudo_court_complexe,5.0,,,,,,
94,tueue,,,,,pseudo_court_complexe,5.0,,,,,,
95,tueui,,,,,pseudo_court_complexe,5.0,,,,,,
96,tueus,,,,,pseudo_court_complexe,5.0,,,,,,
97,tueux,,,,,pseudo_court_complexe,5.0,,,,,,
98,tural,,,,,pseudo_court_complexe,5.0,,,,,,
99,usaté,,,,,pseudo_court_complexe,5.0,,,,,,
100,usats,,,,,pseudo_court_complexe,5.0,,,,,,
1,bartel,,,,,pseudo_court_complexe,6.0,,,,,,
2,bartes,,,,,pseudo_court_complexe,6.0,,,,,,
3,bottel,,,,,pseudo_court_complexe,6.0,,,,,,
4,carils,,,,,pseudo_court_complexe,6.0,,,,,,
5,doirée,,,,,pseudo_court_complexe,6.0,,,,,,
6,fleuds,,,,,pseudo_court_complexe,6.0,,,,,,
7,jourvu,,,,,pseudo_court_complexe,6.0,,,,,,
8,mormal,,,,,pseudo_court_complexe,6.0,,,,,,
9,noeurs,,,,,pseudo_court_complexe,6.0,,,,,,
10,nortel,,,,,pseudo_court_complexe,6.0,,,,,,
11,nortes,,,,,pseudo_court_complexe,6.0,,,,,,
12,poueur,,,,,pseudo_court_complexe,6.0,,,,,,
13,soigts,,,,,pseudo_court_complexe,6.0,,,,,,
1,boudron,,,,,pseudo_long_simple,7.0,,,1.0,boudron,7.0,
2,bourage,,,,,pseudo_long_simple,7.0,,,2.0,bouvoie,7.0,
3,bouvoie,,,,,pseudo_long_simple,7.0,,,3.0,chapent,7.0,
4,chapent,,,,,pseudo_long_simple,7.0,,,4.0,constal,7.0,
5,constal,,,,,pseudo_long_simple,7.0,,,5.0,coudron,7.0,
6,coudron,,,,,pseudo_long_simple,7.0,,,6.0,courbon,7.0,
7,courbon,,,,,pseudo_long_simple,7.0,,,7.0,gourage,7.0,
8,couvoie,,,,,pseudo_long_simple,7.0,,,8.0,gourbon,7.0,
9,gourage,,,,,pseudo_long_simple,7.0,,,9.0,gouvoie,7.0,
10,gourbon,,,,,pseudo_long_simple,7.0,,,10.0,greille,7.0,
11,gouvoie,,,,,pseudo_long_simple,7.0,,,11.0,hôpitat,7.0,
12,greille,,,,,pseudo_long_simple,7.0,,,12.0,orenade,7.0,
13,hôpitat,,,,,pseudo_long_simple,7.0,,,13.0,serpeau,7.0,
14,orenade,,,,,pseudo_long_simple,7.0,,,14.0,vourage,7.0,
15,serpeau,,,,,pseudo_long_simple,7.0,,,15.0,vourbon,7.0,
16,voudron,,,,,pseudo_long_simple,7.0,,,1.0,absietti,8.0,
17,vourage,,,,,pseudo_long_simple,7.0,,,2.0,agrisson,8.0,
18,vourbon,,,,,pseudo_long_simple,7.0,,,3.0,assinthe,8.0,
1,absiette,,,,,pseudo_long_simple,8.0,,,4.0,carruque,8.0,
2,absietti,,,,,pseudo_long_simple,8.0,,,5.0,chalgame,8.0,
3,agrisson,,,,,pseudo_long_simple,8.0,,,6.0,chocoeur,8.0,
4,amalange,,,,,pseudo_long_simple,8.0,,,7.0,courmand,8.0,
5,assietti,,,,,pseudo_long_simple,8.0,,,8.0,couvetti,8.0,
6,assinthe,,,,,pseudo_long_simple,8.0,,,9.0,creverte,8.0,
7,carruque,,,,,pseudo_long_simple,8.0,,,10.0,gouverte,8.0,
8,chalange,,,,,pseudo_long_simple,8.0,,,11.0,héricole,8.0,
9,chalgame,,,,,pseudo_long_simple,8.0,,,12.0,perrosse,8.0,
10,chocoeur,,,,,pseudo_long_simple,8.0,,,13.0,phalgame,8.0,
11,confette,,,,,pseudo_long_simple,8.0,,,14.0,phapitre,8.0,
12,courmand,,,,,pseudo_long_simple,8.0,,,15.0,rancolat,8.0,
13,courmant,,,,,pseudo_long_simple,8.0,,,1.0,acquestre,9.0,
14,couvette,,,,,pseudo_long_simple,8.0,,,2.0,aubellule,9.0,
15,couvetti,,,,,pseudo_long_simple,8.0,,,3.0,bourgerou,9.0,
16,creverte,,,,,pseudo_long_simple,8.0,,,4.0,consenlit,9.0,
17,crevetti,,,,,pseudo_long_simple,8.0,,,5.0,dingembre,9.0,
18,elephand,,,,,pseudo_long_simple,8.0,,,6.0,dinoscope,9.0,
19,gourmant,,,,,pseudo_long_simple,8.0,,,7.0,ginosaure,9.0,
20,gouverte,,,,,pseudo_long_simple,8.0,,,8.0,hurricite,9.0,
21,gouvette,,,,,pseudo_long_simple,8.0,,,9.0,kangouste,9.0,
22,héricole,,,,,pseudo_long_simple,8.0,,,10.0,libellite,9.0,
23,perrosse,,,,,pseudo_long_simple,8.0,,,11.0,orchessus,9.0,
24,phalgame,,,,,pseudo_long_simple,8.0,,,12.0,piédestre,9.0,
25,phapitre,,,,,pseudo_long_simple,8.0,,,13.0,procestre,9.0,
26,rancolat,,,,,pseudo_long_simple,8.0,,,14.0,procodile,9.0,
1,acquessus,,,,,pseudo_long_simple,9.0,,,15.0,sollicane,9.0,
2,acquestal,,,,,pseudo_long_simple,9.0,,,,,,
3,acquestre,,,,,pseudo_long_simple,9.0,,,,,,
4,acquieste,,,,,pseudo_long_simple,9.0,,,,,,
5,aubellite,,,,,pseudo_long_simple,9.0,,,,,,
6,aubellule,,,,,pseudo_long_simple,9.0,,,,,,
7,bourgerou,,,,,pseudo_long_simple,9.0,,,,,,
8,boussière,,,,,pseudo_long_simple,9.0,,,,,,
9,consenlit,,,,,pseudo_long_simple,9.0,,,,,,
10,crocessus,,,,,pseudo_long_simple,9.0,,,,,,
11,crocestal,,,,,pseudo_long_simple,9.0,,,,,,
12,crocestre,,,,,pseudo_long_simple,9.0,,,,,,
13,dingembre,,,,,pseudo_long_simple,9.0,,,,,,
14,dingouron,,,,,pseudo_long_simple,9.0,,,,,,
15,dingourou,,,,,pseudo_long_simple,9.0,,,,,,
16,dingouste,,,,,pseudo_long_simple,9.0,,,,,,
17,dinoscope,,,,,pseudo_long_simple,9.0,,,,,,
18,gingouron,,,,,pseudo_long_simple,9.0,,,,,,
19,gingourou,,,,,pseudo_long_simple,9.0,,,,,,
20,gingouste,,,,,pseudo_long_simple,9.0,,,,,,
21,ginosaure,,,,,pseudo_long_simple,9.0,,,,,,
22,ginoscope,,,,,pseudo_long_simple,9.0,,,,,,
23,horosaure,,,,,pseudo_long_simple,9.0,,,,,,
24,hurricite,,,,,pseudo_long_simple,9.0,,,,,,
25,kangembre,,,,,pseudo_long_simple,9.0,,,,,,
26,kangouron,,,,,pseudo_long_simple,9.0,,,,,,
27,kangouste,,,,,pseudo_long_simple,9.0,,,,,,
28,kanifesça,,,,,pseudo_long_simple,9.0,,,,,,
29,kanifeste,,,,,pseudo_long_simple,9.0,,,,,,
30,langembre,,,,,pseudo_long_simple,9.0,,,,,,
31,langouron,,,,,pseudo_long_simple,9.0,,,,,,
32,langourou,,,,,pseudo_long_simple,9.0,,,,,,
33,lanifesça,,,,,pseudo_long_simple,9.0,,,,,,
34,lanifeste,,,,,pseudo_long_simple,9.0,,,,,,
35,libellite,,,,,pseudo_long_simple,9.0,,,,,,
36,libergine,,,,,pseudo_long_simple,9.0,,,,,,
37,mangembre,,,,,pseudo_long_simple,9.0,,,,,,
38,mangouron,,,,,pseudo_long_simple,9.0,,,,,,
39,mangourou,,,,,pseudo_long_simple,9.0,,,,,,
40,manifesça,,,,,pseudo_long_simple,9.0,,,,,,
41,orchessus,,,,,pseudo_long_simple,9.0,,,,,,
42,orchestal,,,,,pseudo_long_simple,9.0,,,,,,
43,piédessus,,,,,pseudo_long_simple,9.0,,,,,,
44,piédestre,,,,,pseudo_long_simple,9.0,,,,,,
45,pissensus,,,,,pseudo_long_simple,9.0,,,,,,
46,pourgeron,,,,,pseudo_long_simple,9.0,,,,,,
47,pourgerou,,,,,pseudo_long_simple,9.0,,,,,,
48,pourgogne,,,,,pseudo_long_simple,9.0,,,,,,
49,procestal,,,,,pseudo_long_simple,9.0,,,,,,
50,procestre,,,,,pseudo_long_simple,9.0,,,,,,
51,procodile,,,,,pseudo_long_simple,9.0,,,,,,
52,satellule,,,,,pseudo_long_simple,9.0,,,,,,
53,séquessus,,,,,pseudo_long_simple,9.0,,,,,,
54,séquestal,,,,,pseudo_long_simple,9.0,,,,,,
55,séquiesça,,,,,pseudo_long_simple,9.0,,,,,,
56,séquieste,,,,,pseudo_long_simple,9.0,,,,,,
57,sollicane,,,,,pseudo_long_simple,9.0,,,,,,
1,justial,,,,,pseudo_long_complex,7.0,,,1.0,justial,7.0,
2,étoilet,,,,,pseudo_long_complex,7.0,,,2.0,étoilet,7.0,
3,billons,,,,,pseudo_long_complex,7.0,,,3.0,billons,7.0,
4,baladie,,,,,pseudo_long_complex,7.0,,,4.0,baladie,7.0,
5,spatice,,,,,pseudo_long_complex,7.0,,,5.0,spatice,7.0,
6,mallons,,,,,pseudo_long_complex,7.0,,,6.0,mallons,7.0,
7,défonnu,,,,,pseudo_long_complex,7.0,,,7.0,défonnu,7.0,
8,tortail,,,,,pseudo_long_complex,7.0,,,8.0,tortail,7.0,
9,billeau,,,,,pseudo_long_complex,7.0,,,9.0,billeau,7.0,
10,inconce,,,,,pseudo_long_complex,7.0,,,10.0,inconce,7.0,
11,portues,,,,,pseudo_long_complex,7.0,,,11.0,portues,7.0,
12,balleau,,,,,pseudo_long_complex,7.0,,,12.0,balleau,7.0,
13,mallets,,,,,pseudo_long_complex,7.0,,,13.0,mallets,7.0,
14,roulets,,,,,pseudo_long_complex,7.0,,,14.0,roulets,7.0,
15,malleau,,,,,pseudo_long_complex,7.0,,,15.0,malleau,7.0,
1,instagne,,,,,pseudo_long_complex,8.0,,,1.0,céréalet,8.0,
2,sécision,,,,,pseudo_long_complex,8.0,,,2.0,chevales,8.0,
3,vrançais,,,,,pseudo_long_complex,8.0,,,3.0,chiforme,8.0,
4,sucetons,,,,,pseudo_long_complex,8.0,,,4.0,copitole,8.0,
5,uniffres,,,,,pseudo_long_complex,8.0,,,5.0,décurité,8.0,
6,fraiment,,,,,pseudo_long_complex,8.0,,,6.0,fraiment,8.0,
7,chiforme,,,,,pseudo_long_complex,8.0,,,7.0,instagne,8.0,
8,céréalet,,,,,pseudo_long_complex,8.0,,,8.0,montable,8.0,
9,chevales,,,,,pseudo_long_complex,8.0,,,9.0,nonlexie,8.0,
10,décurité,,,,,pseudo_long_complex,8.0,,,10.0,sécision,8.0,
11,montable,,,,,pseudo_long_complex,8.0,,,11.0,souposer,8.0,
1,contrance,,,,,pseudo_long_complex,9.0,,,12.0,sucetons,8.0,
2,inforrent,,,,,pseudo_long_complex,9.0,,,13.0,sursuiva,8.0,
3,incortune,,,,,pseudo_long_complex,9.0,,,14.0,uniffres,8.0,
4,contiment,,,,,pseudo_long_complex,9.0,,,15.0,vrançais,8.0,
5,sentraire,,,,,pseudo_long_complex,9.0,,,1.0,assuraire,9.0,
6,bournevis,,,,,pseudo_long_complex,9.0,,,2.0,bournesol,9.0,
7,bournesol,,,,,pseudo_long_complex,9.0,,,3.0,contiment,9.0,
8,assuraire,,,,,pseudo_long_complex,9.0,,,4.0,contrance,9.0,
9,récompose,,,,,pseudo_long_complex,9.0,,,5.0,déconford,9.0,
10,touteille,,,,,pseudo_long_complex,9.0,,,6.0,décorrect,9.0,
11,déconfort,,,,,pseudo_long_complex,9.0,,,7.0,désespose,9.0,
12,déconford,,,,,pseudo_long_complex,9.0,,,8.0,différect,9.0,
13,désaccort,,,,,pseudo_long_complex,9.0,,,9.0,incompose,9.0,
14,décorrent,,,,,pseudo_long_complex,9.0,,,10.0,recompoir,9.0,
15,incouvert,,,,,pseudo_long_complex,9.0,,,11.0,récompose,9.0,
16,recompoir,,,,,pseudo_long_complex,9.0,,,12.0,recorrent,9.0,
17,incompose,,,,,pseudo_long_complex,9.0,,,13.0,sentraire,9.0,
18,sentrance,,,,,pseudo_long_complex,9.0,,,14.0,sentrance,9.0,
19,incorrent,,,,,pseudo_long_complex,9.0,,,15.0,touteille,9.0,
20,inconford,,,,,pseudo_long_complex,9.0,,,,,,
21,désespose,,,,,pseudo_long_complex,9.0,,,,,,
22,récompoir,,,,,pseudo_long_complex,9.0,,,,,,
23,différect,,,,,pseudo_long_complex,9.0,,,,,,
24,récouvert,,,,,pseudo_long_complex,9.0,,,,,,
25,récorrent,,,,,pseudo_long_complex,9.0,,,,,,
26,réconford,,,,,pseudo_long_complex,9.0,,,,,,
27,recorrect,,,,,pseudo_long_complex,9.0,,,,,,
28,décortune,,,,,pseudo_long_complex,9.0,,,,,,
29,décorrect,,,,,pseudo_long_complex,9.0,,,,,,
30,récortune,,,,,pseudo_long_complex,9.0,,,,,,
31,recortune,,,,,pseudo_long_complex,9.0,,,,,,
32,reconford,,,,,pseudo_long_complex,9.0,,,,,,
33,décompoir,,,,,pseudo_long_complex,9.0,,,,,,
34,reconfort,,,,,pseudo_long_complex,9.0,,,,,,
35,inforrect,,,,,pseudo_long_complex,9.0,,,,,,
36,incompoir,,,,,pseudo_long_complex,9.0,,,,,,
37,recorrent,,,,,pseudo_long_complex,9.0,,,,,,
