Pseudoword,Word,Lemma,prs,n_morphemes,Length,Levenshtein Distance,Normalized Levenshtein Distance
tombereaw,tombereau,tombe,"(0, 1, 1)",2,9,2,0.2222222222222222
hognorait,honorait,honneur,"(0, 1, 1)",2,9,2,0.25
incyrvées,incurvées,courbe,"(1, 1, 1)",3,9,2,0.2222222222222222
howppette,houppette,houppe,"(0, 1, 1)",2,9,2,0.2222222222222222
téngérité,témérité,témér,"(0, 1, 1)",2,9,2,0.25
tapissiel,tapissier,tapis,"(0, 1, 1)",2,9,2,0.2222222222222222
hwpnotisé,hypnotisé,hypnose,"(0, 1, 1)",2,9,3,0.3333333333333333
vocifélai,vociférai,vouer,"(0, 1, 1)",2,9,4,0.4444444444444444
tapagntes,tapantes,tape,"(0, 1, 1)",2,9,2,0.25
indwcteur,inducteur,duct,"(1, 1, 1)",3,9,2,0.2222222222222222
végnéneux,vénéneux,venin,"(0, 1, 1)",2,9,2,0.25
velowteux,velouteux,velours,"(0, 1, 1)",2,9,3,0.3333333333333333
vaccimant,vaccinant,vaccin,"(0, 1, 1)",2,9,2,0.2222222222222222
insinyant,insinuant,insinuer,"(0, 1, 1)",2,9,2,0.2222222222222222
injuliait,injuriait,injure,"(0, 1, 1)",2,9,3,0.3333333333333333
insécabre,insécable,séc,"(1, 1, 1)",3,9,2,0.2222222222222222
tabatièle,tabatière,tabac,"(0, 1, 1)",2,9,3,0.3333333333333333
irréarité,irréalité,réel,"(1, 1, 1)",3,9,2,0.2222222222222222
ilradiait,irradiait,radi,"(1, 1, 1)",3,9,3,0.3333333333333333
twyautait,tuyautait,tuyau,"(0, 1, 1)",2,9,3,0.3333333333333333
jumellela,jumellera,jumeau,"(0, 1, 1)",2,9,2,0.2222222222222222
jardiment,jardinent,jardin,"(0, 1, 1)",2,9,3,0.3333333333333333
ignusable,inusable,user,"(1, 1, 1)",3,9,2,0.25
stoppeyse,stoppeuse,stop,"(0, 1, 1)",2,9,3,0.3333333333333333
stomacare,stomacale,estomac,"(0, 1, 1)",2,9,3,0.3333333333333333
racrymale,lacrymale,larme,"(0, 1, 1)",2,9,4,0.4444444444444444
laboyrage,labourage,labourer,"(0, 1, 1)",2,9,3,0.3333333333333333
tlaitable,traitable,traiter,"(0, 1, 1)",2,9,2,0.2222222222222222
tortyrait,torturait,torture,"(0, 1, 1)",2,9,2,0.2222222222222222
stagmante,stagnante,stagner,"(0, 1, 1)",2,9,2,0.2222222222222222
soypirail,soupirail,soupir,"(0, 1, 1)",2,9,2,0.2222222222222222
souirlure,souillure,souiller,"(0, 1, 1)",2,9,2,0.2222222222222222
teigngeux,teigneux,teigne,"(0, 1, 1)",2,9,2,0.25
taqyinait,taquinait,taquin,"(0, 1, 1)",2,9,3,0.3333333333333333
talongnée,talonnée,talon,"(0, 1, 1)",2,9,2,0.25
lamcinant,lancinant,lancin,"(0, 1, 1)",2,9,2,0.2222222222222222
soigneyse,soigneuse,soin,"(0, 1, 1)",2,9,3,0.3333333333333333
socqwette,socquette,socqu,"(0, 1, 1)",2,9,2,0.2222222222222222
répreuses,lépreuses,lèpre,"(0, 1, 1)",2,9,2,0.2222222222222222
larwngite,laryngite,larynx,"(0, 1, 1)",2,9,4,0.4444444444444444
sypplicié,supplicié,supplier,"(0, 1, 1)",2,9,2,0.2222222222222222
rimitatif,limitatif,limite,"(0, 1, 1)",2,9,2,0.2222222222222222
lecaserai,recaserai,case,"(1, 1, 1)",3,9,3,0.3333333333333333
recalcyle,recalcule,calcul,"(1, 1, 1)",3,9,2,0.2222222222222222
lasséréna,rasséréna,serein,"(1, 1, 1)",3,9,3,0.3333333333333333
prémommât,prénommât,nom,"(1, 1, 1)",3,9,2,0.2222222222222222
siffrants,sifflants,siffler,"(0, 1, 1)",2,9,2,0.2222222222222222
lowangeur,louangeur,louange,"(0, 1, 1)",2,9,2,0.2222222222222222
lolgnette,lorgnette,lorgner,"(0, 1, 1)",2,9,2,0.2222222222222222
roqueteux,loqueteux,loque,"(0, 1, 1)",2,9,3,0.3333333333333333
selrement,serrement,serrer,"(0, 1, 1)",2,9,2,0.2222222222222222
saugnâtre,saumâtre,saum,"(0, 1, 1)",2,9,2,0.25
malbrerie,marbrerie,marbre,"(0, 1, 1)",2,9,3,0.3333333333333333
mamigancé,manigancé,manigance,"(0, 1, 1)",2,9,2,0.2222222222222222
seclètent,secrètent,secret,"(0, 1, 1)",2,9,2,0.2222222222222222
