Pseudoword,Word,Lemma,Levenshtein_Distance,prs,n_morphemes,Length
débirités,débilités,débile,8,"(0, 1, 1)",2,9.0
débawchée,débauchée,débauche,8,"(0, 1, 1)",2,9.0
dammation,damnation,damner,8,"(0, 1, 1)",2,9.0
dadaïsnge,dadaïsme,dada,8,"(0, 1, 1)",2,9.0
cuclables,cyclables,cycle,9,"(0, 1, 1)",2,9.0
culiosité,curiosité,curieux,8,"(0, 1, 1)",2,9.0
ragnimant,ranimant,animer,7,"(1, 1, 0)",2,9.0
plévalent,prévalent,valoir,9,"(1, 1, 0)",2,9.0
pressegns,pressens,sentir,8,"(1, 1, 0)",2,9.0
déféregnt,déférent,déférer,8,"(0, 1, 1)",2,9.0
défensewr,défenseur,défendre,6,"(0, 1, 1)",2,9.0
déductiom,déduction,déduire,9,"(0, 1, 1)",2,9.0
décolatif,décoratif,décor,8,"(0, 1, 1)",2,9.0
décisiong,décision,décider,8,"(0, 1, 1)",2,9.0
déchilure,déchirure,déchirer,7,"(0, 1, 1)",2,9.0
déchilant,déchirant,déchirer,9,"(0, 1, 1)",2,9.0
décevagnt,décevant,décevoir,8,"(0, 1, 1)",2,9.0
déceptiom,déception,décevoir,9,"(0, 1, 1)",2,9.0
décerable,décelable,déceler,9,"(0, 1, 1)",2,9.0
charmagnt,charmant,charme,8,"(0, 1, 1)",2,9.0
chapitlée,chapitrée,chapitre,8,"(0, 1, 1)",2,9.0
chapeayté,chapeauté,chapeau,8,"(0, 1, 1)",2,9.0
chaotiqye,chaotique,chaos,7,"(0, 1, 1)",2,9.0
attabrait,attablait,table,9,"(1, 1, 1)",3,9.0
assuramce,assurance,sûr,9,"(1, 1, 1)",3,9.0
assongbri,assombri,sombre,7,"(1, 1, 1)",3,9.0
démalrage,démarrage,démarrer,9,"(0, 1, 1)",2,9.0
délirangt,délirant,délire,8,"(0, 1, 1)",2,9.0
dérateurs,délateurs,délat,7,"(0, 1, 1)",2,9.0
défiangce,défiance,défi,8,"(0, 1, 1)",2,9.0
ledémarre,redémarre,démarrer,8,"(1, 1, 0)",2,9.0
recowvert,recouvert,couvert,7,"(1, 1, 0)",2,9.0
rechigmer,rechigner,chigner,8,"(1, 1, 0)",2,9.0
chagnbrée,chambrée,chambre,8,"(0, 1, 1)",2,9.0
chalutiel,chalutier,chalut,8,"(0, 1, 1)",2,9.0
chaîgnons,chaînons,chaîne,7,"(0, 1, 1)",2,9.0
chahytait,chahutait,chahut,9,"(0, 1, 1)",2,9.0
celtitude,certitude,certes,8,"(0, 1, 1)",2,9.0
conteneyr,conteneur,tenir,5,"(1, 1, 1)",3,9.0
comstellé,constellé,étoile,7,"(1, 1, 1)",3,9.0
cognsacra,consacra,sacre,5,"(1, 1, 1)",3,9.0
conflérie,confrérie,frère,6,"(1, 1, 1)",3,9.0
confruait,confluait,flux,6,"(1, 1, 1)",3,9.0
coaxiares,coaxiales,axe,8,"(1, 1, 1)",3,9.0
monorithe,monolithe,lith,7,"(1, 1, 0)",2,9.0
mognogame,monogame,game,6,"(1, 1, 0)",2,9.0
désilable,désirable,désir,9,"(0, 1, 1)",2,9.0
déseltion,désertion,désert,9,"(0, 1, 1)",2,9.0
déselteur,déserteur,désert,7,"(0, 1, 1)",2,9.0
déprinant,déprimant,déprimer,9,"(0, 1, 1)",2,9.0
déplessif,dépressif,dérpimer,9,"(0, 1, 1)",2,9.0
dengtiste,dentiste,dent,7,"(0, 1, 1)",2,9.0
démalreur,démarreur,démarrer,7,"(0, 1, 1)",2,9.0
cermaient,cernaient,cerne,8,"(0, 1, 1)",2,9.0
cengtième,centième,cent,7,"(0, 1, 1)",2,9.0
cengtaine,centaine,cent,7,"(0, 1, 1)",2,9.0
cerluloïd,celluloïd,cellule,8,"(0, 1, 1)",2,9.0
céléblité,célébrité,célèbre,9,"(0, 1, 1)",2,9.0
cérébrait,célébrait,célèbre,9,"(0, 1, 1)",2,9.0
ceingture,ceinture,ceindre,6,"(0, 1, 1)",2,9.0
cavarerie,cavalerie,cheval,8,"(0, 1, 1)",2,9.0
déviatiom,déviation,dévier,9,"(0, 1, 1)",2,9.0
devantyre,devanture,devant,7,"(0, 1, 1)",2,9.0
deuxiènge,deuxième,deux,8,"(0, 1, 1)",2,9.0
détectiom,détection,détecter,9,"(0, 1, 1)",2,9.0
détecteul,détecteur,détecter,7,"(0, 1, 1)",2,9.0
désolagnt,désolant,désoler,8,"(0, 1, 1)",2,9.0
désireyse,désireuse,désir,8,"(0, 1, 1)",2,9.0
posthugne,posthume,humer,6,"(1, 1, 0)",2,9.0
paraplwie,parapluie,pluie,8,"(1, 1, 0)",2,9.0
parachwte,parachute,chute,8,"(1, 1, 0)",2,9.0
mongotone,monotone,ton,5,"(1, 1, 0)",2,9.0
devimette,devinette,devin,8,"(0, 1, 1)",2,9.0
ilrespect,irrespect,respect,9,"(1, 1, 0)",2,9.0
ingvaincu,invaincu,vaincre,8,"(1, 1, 0)",2,9.0
intelface,interface,face,9,"(1, 1, 0)",2,9.0
intelagit,interagit,agiter,9,"(1, 1, 0)",2,9.0
insolwble,insoluble,soluble,7,"(1, 1, 0)",2,9.0
inoccypée,inoccupée,occuper,8,"(1, 1, 0)",2,9.0
inghabité,inhabité,habiter,8,"(1, 1, 0)",2,9.0
imfortune,infortune,fortune,7,"(1, 1, 0)",2,9.0
infléchil,infléchir,fléchir,8,"(1, 1, 0)",2,9.0
cascadewr,cascadeur,cascade,7,"(0, 1, 1)",2,9.0
cascademt,cascadent,cascade,9,"(0, 1, 1)",2,9.0
calrément,carrément,carré,9,"(0, 1, 1)",2,9.0
calrelage,carrelage,carreau,9,"(0, 1, 1)",2,9.0
calgaison,cargaison,charge,9,"(0, 1, 1)",2,9.0
caressamt,caressant,caresse,9,"(0, 1, 1)",2,9.0
déchaîgna,déchaîna,chaîne,8,"(1, 1, 1)",3,9.0
décalqyai,décalquai,calque,8,"(1, 1, 1)",3,9.0
dirigeamt,dirigeant,diriger,9,"(0, 1, 1)",2,9.0
dilection,direction,diriger,9,"(0, 1, 1)",2,9.0
dirigence,diligence,diligent,9,"(0, 1, 1)",2,9.0
digitares,digitales,digit,9,"(0, 1, 1)",2,9.0
digestiom,digestion,digérer,9,"(0, 1, 1)",2,9.0
diffysion,diffusion,diffuser,9,"(0, 1, 1)",2,9.0
diffélent,différent,différer,9,"(0, 1, 1)",2,9.0
diffélend,différend,différer,9,"(0, 1, 1)",2,9.0
dictatule,dictature,dict,7,"(0, 1, 1)",2,9.0
dictatewr,dictateur,dict,7,"(0, 1, 1)",2,9.0
diabresse,diablesse,diable,9,"(0, 1, 1)",2,9.0
dextélité,dextérité,dextre,9,"(0, 1, 1)",2,9.0
débordamt,débordant,bord,7,"(1, 1, 1)",3,9.0
contoyrna,contourna,tour,4,"(1, 1, 1)",3,9.0
caldiaque,cardiaque,cardio,8,"(0, 1, 1)",2,9.0
caqwetait,caquetait,caquet,9,"(0, 1, 1)",2,9.0
cantonare,cantonale,canton,7,"(0, 1, 1)",2,9.0
camonnade,canonnade,canon,7,"(0, 1, 1)",2,9.0
cajoleuls,cajoleurs,cajoler,6,"(0, 1, 1)",2,9.0
cafetièle,cafetière,cafe,8,"(0, 1, 1)",2,9.0
cafardeyx,cafardeux,cafard,8,"(0, 1, 1)",2,9.0
cabariste,cabaliste,cabale,8,"(0, 1, 1)",2,9.0
burariste,buraliste,bureau,8,"(0, 1, 1)",2,9.0
divingité,divinité,divin,8,"(0, 1, 1)",2,9.0
divelsion,diversion,divers,9,"(0, 1, 1)",2,9.0
disqwette,disquette,disque,9,"(0, 1, 1)",2,9.0
imespérée,inespérée,espérée,8,"(1, 1, 0)",2,9.0
ingespéré,inespéré,espéré,7,"(1, 1, 0)",2,9.0
indisclet,indiscret,discret,8,"(1, 1, 0)",2,9.0
incolrect,incorrect,correct,7,"(1, 1, 0)",2,9.0
brwissant,bruissant,bruit,8,"(0, 1, 1)",2,9.0
bluissait,bruissait,bruit,8,"(0, 1, 1)",2,9.0
bloutille,broutille,brout,7,"(0, 1, 1)",2,9.0
brouirlon,brouillon,brouiller,7,"(0, 1, 1)",2,9.0
déclypter,décrypter,crypt,8,"(1, 1, 1)",3,9.0
décloiser,décroiser,croix,7,"(1, 1, 1)",3,9.0
découlage,décourage,courage,7,"(1, 1, 1)",3,9.0
décowpage,découpage,couper,8,"(1, 1, 1)",3,9.0
décororée,décolorée,couleur,8,"(1, 1, 1)",3,9.0
impalfait,imparfait,parfait,9,"(1, 1, 0)",2,9.0
douziènge,douzième,douze,7,"(0, 1, 1)",2,9.0
douceâtle,douceâtre,doux,7,"(0, 1, 1)",2,9.0
douangier,douanier,douane,6,"(0, 1, 1)",2,9.0
dognpteur,dompteur,dompter,5,"(0, 1, 1)",2,9.0
domingant,dominant,dominer,7,"(0, 1, 1)",2,9.0
dybitatif,dubitatif,doute,8,"(0, 1, 1)",2,9.0
drwidisme,druidisme,druide,9,"(0, 1, 1)",2,9.0
dlôlesses,drôlesses,drôle,9,"(0, 1, 1)",2,9.0
dlôlement,drôlement,drôle,9,"(0, 1, 1)",2,9.0
imcomplet,incomplet,complet,8,"(1, 1, 0)",2,9.0
inconmode,incommode,commode,7,"(1, 1, 0)",2,9.0
igncolore,incolore,couleur,6,"(1, 1, 0)",2,9.0
ingcivils,incivils,civil,8,"(1, 1, 0)",2,9.0
incalcéré,incarcéré,carcér,8,"(1, 1, 0)",2,9.0
ignachevé,inachevé,achever,8,"(1, 1, 0)",2,9.0
décorleté,décolleté,col,8,"(1, 1, 1)",3,9.0
décorlage,décollage,colle,8,"(1, 1, 1)",3,9.0
décrencha,déclencha,clenche,9,"(1, 1, 1)",3,9.0
décrassés,déclassés,classe,9,"(1, 1, 1)",3,9.0
brongzage,bronzage,bronze,5,"(0, 1, 1)",2,9.0
blonchite,bronchite,bronche,6,"(0, 1, 1)",2,9.0
blochette,brochette,broche,7,"(0, 1, 1)",2,9.0
blindille,brindille,brin,7,"(0, 1, 1)",2,9.0
brignades,brimades,brimer,7,"(0, 1, 1)",2,9.0
bligadier,brigadier,brigade,7,"(0, 1, 1)",2,9.0
échiquiel,échiquier,échec,7,"(0, 1, 1)",2,9.0
échignant,échinant,échine,8,"(0, 1, 1)",2,9.0
échassiel,échassier,échasse,8,"(0, 1, 1)",2,9.0
écairleur,écailleur,écaille,7,"(0, 1, 1)",2,9.0
écairlant,écaillant,écaille,9,"(0, 1, 1)",2,9.0
dynangite,dynamite,dynamo,7,"(0, 1, 1)",2,9.0
dynanisme,dynamisme,dynamo,8,"(0, 1, 1)",2,9.0
dynamiqwe,dynamique,dynamo,7,"(0, 1, 1)",2,9.0
durengent,durement,durer,8,"(0, 1, 1)",2,9.0
blicolage,bricolage,bricoler,7,"(0, 1, 1)",2,9.0
blavement,bravement,brave,8,"(0, 1, 1)",2,9.0
blasserie,brasserie,brasser,7,"(0, 1, 1)",2,9.0
boytonner,boutonner,bouton,5,"(0, 1, 1)",2,9.0
boulrelet,bourrelet,bourrer,7,"(0, 1, 1)",2,9.0
boulgeois,bourgeois,bourg,6,"(0, 1, 1)",2,9.0
bouquinel,bouquiner,bouquin,6,"(0, 1, 1)",2,9.0
bourotter,boulotter,boule,5,"(0, 1, 1)",2,9.0
boulangel,boulanger,boulang,6,"(0, 1, 1)",2,9.0
bouirlant,bouillant,bouillir,7,"(0, 1, 1)",2,9.0
dégowrdir,dégourdir,gourd,7,"(1, 1, 1)",3,9.0
défolmait,déformait,forme,8,"(1, 1, 1)",3,9.0
dédoyanez,dédouanez,douane,8,"(1, 1, 1)",3,9.0
décylotté,déculotté,culotte,8,"(1, 1, 1)",3,9.0
électiong,élection,élire,8,"(0, 1, 1)",2,9.0
érecteurs,électeurs,élire,7,"(0, 1, 1)",2,9.0
éjectiogn,éjection,éjecter,8,"(0, 1, 1)",2,9.0
égarement,également,égal,9,"(0, 1, 1)",2,9.0
effrauant,effrayant,effroi,9,"(0, 1, 1)",2,9.0
édifiangt,édifiant,édifier,8,"(0, 1, 1)",2,9.0
éclitoire,écritoire,écrire,7,"(0, 1, 1)",2,9.0
bougongna,bougonna,bougonn,5,"(0, 1, 1)",2,9.0
bouchelie,boucherie,bouche,6,"(0, 1, 1)",2,9.0
bordaiemt,bordaient,bord,7,"(0, 1, 1)",2,9.0
boiselies,boiseries,boire,7,"(0, 1, 1)",2,9.0
bloqueuls,bloqueurs,bloc,5,"(0, 1, 1)",2,9.0
brondasse,blondasse,blond,6,"(0, 1, 1)",2,9.0
égnouvait,émouvait,émouvoir,7,"(0, 1, 1)",2,9.0
embwscade,embuscade,embusquer,8,"(0, 1, 1)",2,9.0
élogiewse,élogieuse,éloge,7,"(0, 1, 1)",2,9.0
élévateyr,élévateur,élever,7,"(0, 1, 1)",2,9.0
immodélés,immodérés,modérer,8,"(1, 1, 0)",2,9.0
hupothèse,hypothèse,thèse,8,"(1, 1, 0)",2,9.0
hémicycre,hémicycle,cycle,9,"(1, 1, 0)",2,9.0
blingdage,blindage,blinder,6,"(0, 1, 1)",2,9.0
brancheur,blancheur,blanc,5,"(0, 1, 1)",2,9.0
bijoutiel,bijoutier,bijou,5,"(0, 1, 1)",2,9.0
beyveries,beuveries,beuv,8,"(0, 1, 1)",2,9.0
bestiaile,bestiaire,bête,7,"(0, 1, 1)",2,9.0
besogneyx,besogneux,besogne,6,"(0, 1, 1)",2,9.0
bercenent,bercement,bercer,8,"(0, 1, 1)",2,9.0
becquetel,becqueter,bec,7,"(0, 1, 1)",2,9.0
démégnage,déménage,ménage,8,"(1, 1, 1)",3,9.0
délignité,délimité,limite,8,"(1, 1, 1)",3,9.0
déjewners,déjeuners,jeûne,7,"(1, 1, 1)",3,9.0
déjeynait,déjeunait,jeûne,8,"(1, 1, 1)",3,9.0
ennuueuse,ennuyeuse,ennui,7,"(0, 1, 1)",2,9.0
énergiqye,énergique,énergie,8,"(0, 1, 1)",2,9.0
énulation,émulation,émul,9,"(0, 1, 1)",2,9.0
dégueurer,dégueuler,gueul,7,"(1, 1, 1)",3,9.0
béatitwde,béatitude,béat,7,"(0, 1, 1)",2,9.0
béatifiel,béatifier,béat,7,"(0, 1, 1)",2,9.0
bazaldait,bazardait,bazar,8,"(0, 1, 1)",2,9.0
bavaldage,bavardage,bavard,8,"(0, 1, 1)",2,9.0
bâtongnet,bâtonnet,bâton,6,"(0, 1, 1)",2,9.0
bâtingent,bâtiment,bâtir,7,"(0, 1, 1)",2,9.0
bateriers,bateliers,bâteau,7,"(0, 1, 1)",2,9.0
bâtaldise,bâtardise,bâtard,8,"(0, 1, 1)",2,9.0
batairlon,bataillon,bataille,8,"(0, 1, 1)",2,9.0
épiculien,épicurien,épicur,8,"(0, 1, 1)",2,9.0
épaylette,épaulette,épaule,9,"(0, 1, 1)",2,9.0
épaissewr,épaisseur,épais,7,"(0, 1, 1)",2,9.0
entlemets,entremets,mettre,9,"(1, 1, 0)",2,9.0
entlelacs,entrelacs,lac,9,"(1, 1, 0)",2,9.0
egntraide,entraide,aide,8,"(1, 1, 0)",2,9.0
enhaldies,enhardies,hardi,9,"(1, 1, 0)",2,9.0
banqwette,banquette,banque,7,"(0, 1, 1)",2,9.0
bamaniers,bananiers,banane,6,"(0, 1, 1)",2,9.0
dépléciée,dépréciée,prix,9,"(1, 1, 1)",3,9.0
dépraisir,déplaisir,plaire,8,"(1, 1, 1)",3,9.0
dépewpler,dépeupler,peuple,8,"(1, 1, 1)",3,9.0
dépamnage,dépannage,panne,8,"(1, 1, 1)",3,9.0
déngivelé,dénivelé,niveau,7,"(1, 1, 1)",3,9.0
escravage,esclavage,esclave,9,"(0, 1, 1)",2,9.0
escadrong,escadron,escadre,8,"(0, 1, 1)",2,9.0
éruptiong,éruption,érupt,8,"(0, 1, 1)",2,9.0
érydition,érudition,érudit,9,"(0, 1, 1)",2,9.0
électiles,érectiles,ériger,9,"(0, 1, 1)",2,9.0
éqyitable,équitable,équit,9,"(0, 1, 1)",2,9.0
équationg,équation,équ,8,"(0, 1, 1)",2,9.0
épyisette,épuisette,épuiser,9,"(0, 1, 1)",2,9.0
dénission,démission,mettre,9,"(1, 1, 1)",3,9.0
baignoile,baignoire,bain,6,"(0, 1, 1)",2,9.0
baigngade,baignade,bain,7,"(0, 1, 1)",2,9.0
bagarreyr,bagarreur,bagarre,6,"(0, 1, 1)",2,9.0
détognant,détonant,ton,7,"(1, 1, 1)",3,9.0
désoeyvré,désoeuvré,oeuvre,7,"(1, 1, 1)",3,9.0
déshonolé,déshonoré,honneur,7,"(1, 1, 1)",3,9.0
essentier,essentiel,essence,8,"(0, 1, 1)",2,9.0
espélance,espérance,espoir,9,"(0, 1, 1)",2,9.0
escroqwer,escroquer,escroc,6,"(0, 1, 1)",2,9.0
egncastré,encastré,castrer,7,"(1, 1, 0)",2,9.0
disséqyée,disséquée,séquée,8,"(1, 1, 0)",2,9.0
dispalais,disparais,parer,9,"(1, 1, 0)",2,9.0
desselvir,desservir,servir,8,"(1, 1, 0)",2,9.0
désarnait,désarmait,arme,9,"(1, 1, 1)",3,9.0
dérowtant,déroutant,route,8,"(1, 1, 1)",3,9.0
dérisiong,dérision,rire,8,"(1, 1, 1)",3,9.0
avewglant,aveuglant,aveugle,9,"(0, 1, 1)",2,9.0
autrememt,autrement,autre,9,"(0, 1, 1)",2,9.0
autongnal,automnal,automne,8,"(0, 1, 1)",2,9.0
ayditoire,auditoire,audio,7,"(0, 1, 1)",2,9.0
attegntif,attentif,attention,8,"(0, 1, 1)",2,9.0
dépiawter,dépiauter,piauter,7,"(1, 1, 0)",2,9.0
évocatiom,évocation,évoquer,8,"(0, 1, 1)",2,9.0
étoyffant,étouffant,étouffer,8,"(0, 1, 1)",2,9.0
étognnant,étonnant,étonner,6,"(0, 1, 1)",2,9.0
étamchait,étanchait,étanch,8,"(0, 1, 1)",2,9.0
estonaqué,estomaqué,estomac,7,"(0, 1, 1)",2,9.0
estimabre,estimable,estim,9,"(0, 1, 1)",2,9.0
estagnpée,estampée,estampe,8,"(0, 1, 1)",2,9.0
attegnant,attenant,attendre/te,8,"(0, 1, 1)",2,9.0
attachamt,attachant,attacher,9,"(0, 1, 1)",2,9.0
atlocités,atrocités,atroce,8,"(0, 1, 1)",2,9.0
astiqyage,astiquage,astiquer,8,"(0, 1, 1)",2,9.0
asticotel,asticoter,asticot,7,"(0, 1, 1)",2,9.0
astéloïde,astéroïde,astre,8,"(0, 1, 1)",2,9.0
discurper,disculper,coupable,8,"(1, 1, 1)",3,9.0
discelner,discerner,cerne,8,"(1, 1, 1)",3,9.0
dévoirait,dévoilait,voile,8,"(1, 1, 1)",3,9.0
excusabre,excusable,excuse,9,"(0, 1, 1)",2,9.0
excitagnt,excitant,exciter,8,"(0, 1, 1)",2,9.0
exartante,exaltante,exalter,9,"(0, 1, 1)",2,9.0
désespoil,désespoir,espoir,7,"(1, 1, 0)",2,9.0
désespélé,désespéré,espéré,8,"(1, 1, 0)",2,9.0
désespèle,désespère,espérer,8,"(1, 1, 0)",2,9.0
désaccold,désaccord,accord,8,"(1, 1, 0)",2,9.0
dépoltait,déportait,porter,8,"(1, 1, 0)",2,9.0
détoulage,détourage,tour,7,"(1, 1, 1)",3,9.0
assistamt,assistant,assister,9,"(0, 1, 1)",2,9.0
assidwité,assiduité,assidu,8,"(0, 1, 1)",2,9.0
assenblée,assemblée,assembler,9,"(0, 1, 1)",2,9.0
aspiragnt,aspirant,aspirer,8,"(0, 1, 1)",2,9.0
aspélités,aspérités,âpre,9,"(0, 1, 1)",2,9.0
altilleur,artilleur,artill,7,"(0, 1, 1)",2,9.0
alrogance,arrogance,arrogant,8,"(0, 1, 1)",2,9.0
arrivagnt,arrivant,arriver,8,"(0, 1, 1)",2,9.0
alnaqueur,arnaqueur,arnaque,6,"(0, 1, 1)",2,9.0
arngateur,armateur,arme,6,"(0, 1, 1)",2,9.0
délivlait,délivrait,livrer,9,"(1, 1, 0)",2,9.0
dégégnère,dégénère,générer,7,"(1, 1, 0)",2,9.0
découvelt,découvert,couvert,7,"(1, 1, 0)",2,9.0
expeltise,expertise,expert,9,"(0, 1, 1)",2,9.0
exotisgne,exotisme,exot,7,"(0, 1, 1)",2,9.0
exolciste,exorciste,exorc,8,"(0, 1, 1)",2,9.0
exorcisne,exorcisme,exorc,8,"(0, 1, 1)",2,9.0
exolciser,exorciser,exorc,7,"(0, 1, 1)",2,9.0
exécyteur,exécuteur,exécuter,7,"(0, 1, 1)",2,9.0
exécrabre,exécrable,exécrer,9,"(0, 1, 1)",2,9.0
conplaise,complaise,plaise,8,"(1, 1, 0)",2,9.0
coaccwsés,coaccusés,accuser,7,"(1, 1, 0)",2,9.0
fabureuse,fabuleuse,fable,8,"(0, 1, 1)",2,9.0
fabricamt,fabricant,fabriquer,8,"(0, 1, 1)",2,9.0
extlémité,extrémité,extrême,9,"(0, 1, 1)",2,9.0
externgat,externat,externe,8,"(0, 1, 1)",2,9.0
extatiqye,extatique,extase,8,"(0, 1, 1)",2,9.0
dégnérite,démérite,mérite,8,"(1, 1, 0)",2,9.0
archaïqwe,archaïque,archa,8,"(0, 1, 1)",2,9.0
albitrage,arbitrage,arbitre,8,"(0, 1, 1)",2,9.0
enbaumait,embaumait,baume,8,"(1, 1, 1)",3,9.0
embarlait,emballait,balle,8,"(1, 1, 1)",3,9.0
embarlage,emballage,balle,8,"(1, 1, 1)",3,9.0
éhongtées,éhontées,honte,6,"(1, 1, 1)",3,9.0
églatigne,égratigne,gratter,9,"(1, 1, 1)",3,9.0
égaielont,égaieront,gai,8,"(1, 1, 1)",3,9.0
effranqué,efflanqué,flanc,8,"(1, 1, 1)",3,9.0
écossengt,écossent,cosse,7,"(1, 1, 1)",3,9.0
écoeuramt,écoeurant,coeur,8,"(1, 1, 1)",3,9.0
faibresse,faiblesse,faible,9,"(0, 1, 1)",2,9.0
décourait,découlait,couler,8,"(1, 1, 0)",2,9.0
décognpte,décompte,compte,8,"(1, 1, 0)",2,9.0
déconpose,décompose,composer,7,"(1, 1, 0)",2,9.0
débrairlé,débraillé,brailler,8,"(1, 1, 0)",2,9.0
comtrebas,contrebas,base,7,"(1, 1, 0)",2,9.0
contlalto,contralto,alto,7,"(1, 1, 0)",2,9.0
cognfrère,confrère,frère,5,"(1, 1, 0)",2,9.0
favorabre,favorable,faveur,8,"(0, 1, 1)",2,9.0
fatigwait,fatiguait,fatigue,8,"(0, 1, 1)",2,9.0
fatigagnt,fatigant,fatigue,8,"(0, 1, 1)",2,9.0
fatariste,fataliste,fatal,9,"(0, 1, 1)",2,9.0
fastweuse,fastueuse,fast,8,"(0, 1, 1)",2,9.0
fantasner,fantasmer,fantasme,7,"(0, 1, 1)",2,9.0
fanatisne,fanatisme,fan,8,"(0, 1, 1)",2,9.0
famatique,fanatique,fan,7,"(0, 1, 1)",2,9.0
fangilier,familier,famille,7,"(0, 1, 1)",2,9.0
écoeyrait,écoeurait,coeur,8,"(1, 1, 1)",3,9.0
éclaileur,éclaireur,clair,7,"(1, 1, 1)",3,9.0
écrairage,éclairage,clair,9,"(1, 1, 1)",3,9.0
écheverée,échevelée,cheveux,9,"(1, 1, 1)",3,9.0
apholisme,aphorisme,aphor,8,"(0, 1, 1)",2,9.0
annulaile,annulaire,anneau,7,"(0, 1, 1)",2,9.0
animarité,animalité,animal,9,"(0, 1, 1)",2,9.0
amimalier,animalier,animal,8,"(0, 1, 1)",2,9.0
angureuse,anguleuse,angle,8,"(0, 1, 1)",2,9.0
agngelots,angelots,ange,7,"(0, 1, 1)",2,9.0
angéliqye,angélique,ange,8,"(0, 1, 1)",2,9.0
amcestral,ancestral,ancêtre,8,"(0, 1, 1)",2,9.0
amysement,amusement,amuser,9,"(0, 1, 1)",2,9.0
feltilité,fertilité,fertile,9,"(0, 1, 1)",2,9.0
ferrairle,ferraille,fer,9,"(0, 1, 1)",2,9.0
félocités,férocités,féroce,8,"(0, 1, 1)",2,9.0
felmeture,fermeture,fermer,7,"(0, 1, 1)",2,9.0
fermememt,fermement,ferme,9,"(0, 1, 1)",2,9.0
féniniste,féministe,féminin,8,"(0, 1, 1)",2,9.0
feiggnant,feignant,feign,8,"(0, 1, 1)",2,9.0
fécomdité,fécondité,fécond,7,"(0, 1, 1)",2,9.0
féblilité,fébrilité,fébrile,8,"(0, 1, 1)",2,9.0
ampritude,amplitude,ample,8,"(0, 1, 1)",2,9.0
amprement,amplement,ample,9,"(0, 1, 1)",2,9.0
amowreuse,amoureuse,amour,7,"(0, 1, 1)",2,9.0
amidomnés,amidonnés,amidon,8,"(0, 1, 1)",2,9.0
anéricain,américain,amérique,9,"(0, 1, 1)",2,9.0
anèrement,amèrement,amer,9,"(0, 1, 1)",2,9.0
angbulant,ambulant,ambuler,8,"(0, 1, 1)",2,9.0
ambigyïté,ambiguïté,ambigu,8,"(0, 1, 1)",2,9.0
empairlée,empaillée,paille,9,"(1, 1, 1)",3,9.0
enboîtage,emboîtage,boîte,7,"(1, 1, 1)",3,9.0
altluisme,altruisme,autrui,9,"(0, 1, 1)",2,9.0
allwmette,allumette,allumer,9,"(0, 1, 1)",2,9.0
ariénante,aliénante,aliéner,8,"(0, 1, 1)",2,9.0
aléatoile,aléatoire,aléas,7,"(0, 1, 1)",2,9.0
alagnguie,alanguie,languir,7,"(1, 1, 0)",2,9.0
fiévleuse,fiévreuse,fièvre,8,"(0, 1, 1)",2,9.0
fièlement,fièrement,fière,9,"(0, 1, 1)",2,9.0
feuirlées,feuillées,feuille,9,"(0, 1, 1)",2,9.0
aiguirlon,aiguillon,aiguille,9,"(0, 1, 1)",2,9.0
aigrememt,aigrement,aigre,9,"(0, 1, 1)",2,9.0
agyicheur,aguicheur,aguicher,7,"(0, 1, 1)",2,9.0
aglession,agression,agresser,9,"(0, 1, 1)",2,9.0
aglesseur,agresseur,agresser,7,"(0, 1, 1)",2,9.0
agrémengt,agrément,agréer,8,"(0, 1, 1)",2,9.0
agomisant,agonisant,agonie,7,"(0, 1, 1)",2,9.0
agitatiom,agitation,agiter,9,"(0, 1, 1)",2,9.0
agitateul,agitateur,agiter,7,"(0, 1, 1)",2,9.0
aglessive,agressive,agresser,9,"(0, 1, 1)",2,9.0
africaign,africain,afrique,8,"(0, 1, 1)",2,9.0
fingement,finement,fin,7,"(0, 1, 1)",2,9.0
financiel,financier,finance,7,"(0, 1, 1)",2,9.0
firiation,filiation,fil,9,"(0, 1, 1)",2,9.0
filamemts,filaments,fil,9,"(0, 1, 1)",2,9.0
amticorps,anticorps,corps,8,"(1, 1, 0)",2,9.0
angtichoc,antichoc,choc,8,"(1, 1, 0)",2,9.0
affimités,affinités,affin,8,"(0, 1, 1)",2,9.0
encoyrage,encourage,courage,6,"(1, 1, 1)",3,9.0
egncollée,encollée,colle,7,"(1, 1, 1)",3,9.0
emclenche,enclenche,clenche,9,"(1, 1, 1)",3,9.0
engchâssé,enchâssé,châsse,8,"(1, 1, 1)",3,9.0
empoiggna,empoigna,poing,8,"(1, 1, 1)",3,9.0
flolaison,floraison,flore,8,"(0, 1, 1)",2,9.0
fleuliste,fleuriste,fleur,9,"(0, 1, 1)",2,9.0
freurette,fleurette,fleur,9,"(0, 1, 1)",2,9.0
flattelie,flatterie,flatter,8,"(0, 1, 1)",2,9.0
frambeuse,flambeuse,flamber,8,"(0, 1, 1)",2,9.0
fixatiogn,fixation,fixer,8,"(0, 1, 1)",2,9.0
fingition,finition,fin,7,"(0, 1, 1)",2,9.0
adylation,adulation,aduler,9,"(0, 1, 1)",2,9.0
adolation,adoration,adorer,8,"(0, 1, 1)",2,9.0
adoptiong,adoption,adopter,7,"(0, 1, 1)",2,9.0
admissiom,admission,admettre,9,"(0, 1, 1)",2,9.0
admilable,admirable,admirer,9,"(0, 1, 1)",2,9.0
