Word,Lemma,prs,freq,n_morphemes,Length,Lemma_Zipf_Frequency,Zipf_Frequency
détriment,détriment,"(0, 1, 0)",0.57,1,9,4.04,4.04
difficile,difficile,"(0, 1, 0)",150.58,1,9,5.17,5.17
charlotte,charlotte,"(0, 1, 0)",0.97,1,9,4.14,4.14
générique,générique,"(0, 1, 0)",2.01,1,9,4.07,4.07
étiquette,étiquette,"(0, 1, 0)",7.45,1,9,4.05,4.05
frontière,frontière,"(0, 1, 0)",34.54,1,9,4.6,4.6
davantage,davantage,"(0, 1, 0)",29.56,1,9,4.74,4.74
désormais,désormais,"(0, 1, 0)",39.13,1,9,4.97,4.97
enveloppe,enveloppe,"(0, 1, 0)",14.3899999999999,1,9,4.14,4.14
équilibre,équilibre,"(0, 1, 0)",11.09,1,9,4.53,4.53
consensus,consensus,"(0, 1, 0)",1.55,1,9,4.04,4.04
continent,continent,"(0, 1, 0)",7.14999999999999,1,9,4.34,4.34
événement,évènement,"(0, 1, 0)",35.16,1,9,4.0,4.66
entretien,entretien,"(0, 1, 0)",16.72,1,9,4.72,4.72
structure,structure,"(0, 1, 0)",8.79,1,9,4.71,4.71
juridique,juridique,"(0, 1, 0)",5.19,1,9,4.45,4.45
néanmoins,néanmoins,"(0, 1, 0)",7.65,1,9,4.74,4.74
manifeste,manifeste,"(0, 1, 0)",3.69,1,9,4.2,4.2
conscient,conscient,"(0, 1, 0)",15.98,1,9,4.12,4.12
permanent,permanent,"(0, 1, 0)",8.79,1,9,4.16,4.16
condition,condition,"(0, 1, 0)",46.73,1,9,4.65,4.65
orchestre,orchestre,"(0, 1, 0)",14.75,1,9,4.18,4.18
entreprise,entreprendre,"(0, 1, 0)",33.87,1,10,3.94,5.25
université,université,"(0, 1, 0)",40.64,1,10,5.04,5.04
tranquille,tranquille,"(0, 1, 0)",119.7,1,10,4.59,4.59
commission,commission,"(0, 1, 0)",24.5,1,10,5.03,5.03
impression,impression,"(0, 1, 0)",90.19,1,10,5.06,5.06
disponible,disponible,"(0, 1, 0)",13.2,1,10,4.67,4.67
lieutenant,lieutenant,"(0, 1, 0)",80.99,1,10,4.51,4.51
proportion,proportion,"(0, 1, 0)",3.17,1,10,4.22,4.22
secrétaire,secrétaire,"(0, 1, 0)",31.22,1,10,4.8,4.8
satisfaire,satisfaire,"(0, 1, 0)",28.64,1,10,4.17,4.17
interprète,interprète/r,"(0, 1, 0)",12.7999999999999,1,10,4.1,4.14
référendum,référendum,"(0, 1, 0)",0.65,1,10,4.32,4.32
