Word,Lemma,prs,freq,n_morphemes,Length,Lemma_Zipf_Frequency,Zipf_Frequency
reportage,porter,"(1, 1, 1)",11.16,3,9,4.98,4.28
politique,polit,"(0, 1, 1)",76.47,2,9,2.54,5.61
parlement,parler,"(0, 1, 1)",4.71,2,9,5.52,4.81
ordinaire,ordonner,"(0, 1, 1)",24.68,2,9,3.49,4.33
municipal,municip,"(0, 1, 1)",9.92,2,9,1.23,4.45
ministère,ministre,"(0, 1, 1)",17.46,2,9,5.27,4.91
marketing,market,"(0, 1, 1)",1.88,2,9,3.52,4.32
électoral,élire,"(0, 1, 2)",2.55,3,9,3.95,4.1
efficacité,effet,"(0, 1, 2)",3.36,3,10,5.48,4.47
militaires,milit,"(0, 1, 1)",56.96,2,10,1.55,4.72
rénovation,nouveau,"(1, 1, 1)",0.51,3,10,5.63,4.09
suspension,pendre,"(1, 1, 1)",3.92,3,10,3.56,4.17
apparition,paraître,"(1, 1, 1)",8.01,3,10,4.32,4.42
difficulté,difficile,"(0, 1, 1)",15.75,2,10,5.17,4.6
directeurs,diriger,"(0, 1, 1)",79.88,2,10,4.29,4.03
électrique,électr,"(0, 1, 1)",28.5699999999999,2,10,1.87,4.65
excellence,exceller,"(0, 1, 1)",22.73,2,10,2.64,4.25
innovation,nouveau,"(1, 1, 1)",0.55,3,10,5.63,4.38
finalement,fin,"(0, 1, 2)",45.89,3,10,5.67,5.02
invitation,inviter,"(0, 1, 1)",18.26,2,10,4.09,4.18
judiciaire,judice,"(0, 1, 1)",9.29,2,10,1.17,4.53
habitation,habiter,"(0, 1, 1)",1.77,2,10,3.9,4.2
historique,histoire,"(0, 1, 1)",13.31,2,10,5.64,4.88
imaginaire,imaginer,"(0, 1, 1)",6.46,2,10,4.52,4.16
immobilier,immeuble,"(0, 1, 1)",9.33,2,10,4.49,4.5
importance,importer,"(0, 1, 1)",57.32,2,10,3.5,4.85
individuel,individu,"(0, 1, 1)",3.99,2,10,4.47,4.12
industriel,industrie,"(0, 1, 1)",9.07999999999999,2,10,4.88,4.4
résolution,résoudre,"(0, 1, 1)",4.51,2,10,4.43,4.41
révélation,révéler,"(0, 1, 1)",7.33,2,10,4.07,4.11
révolution,révol,"(0, 1, 1)",25.01,2,10,1.83,4.82
séparation,séparer,"(0, 1, 1)",10.15,2,10,4.19,4.32
initiative,initier,"(0, 1, 1)",8.75,2,10,3.45,4.57
inquiétude,inquiet,"(0, 1, 1)",10.04,2,10,3.9,4.08
inspecteur,inspecter,"(0, 1, 1)",69.11,2,10,3.24,4.24
inspection,inspecter,"(0, 1, 1)",7.93999999999999,2,10,3.24,4.05
similaires,simil,"(0, 1, 1)",6.03,2,10,0.0,4.19
simplicité,simple,"(0, 1, 1)",2.75,2,10,5.25,4.03
souffrance,souffrir,"(0, 1, 1)",30.02,2,10,4.33,4.29
spécialité,spécial,"(0, 1, 1)",8.7,2,10,4.66,4.02
successeur,succéder,"(0, 1, 1)",2.8,2,10,3.68,4.06
succession,succéder,"(0, 1, 1)",2.72,2,10,3.68,4.27
suffisante,suffire,"(0, 1, 1)",17.84,2,10,3.63,4.03
génération,générer,"(0, 1, 1)",20.51,2,10,3.85,4.71
gouverneur,gouverner,"(0, 1, 1)",21.73,2,10,3.81,4.45
exemplaire,exemple,"(0, 1, 1)",10.74,2,10,5.4,4.13
expédition,expédier,"(0, 1, 1)",10.74,2,10,3.21,4.24
expression,exprimer,"(0, 1, 1)",19.21,2,10,4.53,4.82
légèrement,léger,"(0, 1, 1)",6.35,2,10,4.49,4.55
légitimité,légitime,"(0, 1, 1)",0.76,2,10,4.28,4.01
libération,libre,"(0, 1, 1)",8.31,2,10,5.11,4.53
littéraire,littér,"(0, 1, 1)",3.26,2,10,2.2,4.38
maquillage,maquiller,"(0, 1, 1)",11.36,2,10,3.22,4.04
